,reviewrating,reusefulcount,recoolcount,refunnycount,friendcount,fancount,tipcount,reviewcount,firstcount,usefulcount,coolcount,complimentcount,funnycount,busrating,buscateg,pricerange,monmembership,firstreview,maxReviewDay,avgReviewDay,avgpostedrating,avgreviewlen,polarity,subjective
2704,4,0,0,1,188,20,886,280,9,573,384,366,260,4.0,1,0,34,0,17,2,4,950,0.3,0.45999999999999996
2705,1,3,1,2,27,1,6,10,0,7,1,1,2,4.0,1,2,32,0,7,5,3,847,0.010714285714285737,0.5005952380952381
2706,3,0,0,0,0,0,0,8,0,2,2,0,0,4.0,1,1,0,0,2,1,3,737,0.24659090909090908,0.4125
2707,2,0,0,0,5,2,0,57,1,93,13,0,29,4.0,1,1,12,0,17,3,4,274,0.04285714285714288,0.45476190476190476
2708,1,0,0,0,0,0,0,2,0,0,0,0,0,3.5,1,1,16,0,1,1,3,426,-0.12000000000000002,0.65
2709,5,0,0,0,0,0,0,5,0,3,2,0,3,3.5,1,1,0,0,4,2,3,302,1.0,0.3
2710,5,0,1,0,5,2,0,12,1,21,16,0,14,4.5,1,3,25,0,4,1,4,758,0.3025641025641026,0.4628205128205129
2711,5,2,1,0,2,0,0,5,0,10,4,0,2,4.0,1,1,14,0,4,2,3,773,0.4592592592592593,0.47962962962962963
2712,5,0,0,0,0,0,0,1,0,0,0,1,0,4.0,1,3,0,0,1,1,5,2232,0.1380952380952381,0.4494708994708995
2713,5,0,0,0,18,1,1,129,2,37,7,9,16,4.0,1,1,35,0,8,2,3,792,0.0625,0.225
2714,2,0,0,0,0,1,0,4,0,2,0,0,0,3.5,1,1,0,0,2,1,3,283,0.43333333333333335,0.39999999999999997
2715,4,0,1,0,14,1,0,73,7,55,37,14,12,4.0,1,2,55,0,4,1,3,359,0.6083333333333333,0.6958333333333333
2716,3,0,0,0,0,0,0,10,0,1,0,0,0,4.0,1,2,0,0,10,10,4,149,0.7,0.6000000000000001
2717,5,0,0,0,8,0,0,21,0,21,8,1,13,4.0,1,2,4,0,3,1,3,280,0.09999999999999998,0.5
2718,2,1,0,0,0,0,0,5,0,8,0,0,0,4.0,1,1,0,0,2,1,1,1226,0.08316326530612246,0.6415532879818595
2719,4,1,1,1,11,1,0,84,1,76,47,7,44,4.0,1,1,11,0,5,1,3,963,0.24984668109668115,0.49186894454751595
2720,4,4,3,3,246,38,6,261,15,1016,857,783,670,3.5,0,2,6,0,16,1,4,1229,0.179,0.5198888888888888
2721,3,0,0,0,0,0,0,6,0,1,0,0,0,3.5,1,1,0,0,6,6,3,343,0.16666666666666666,0.16666666666666666
2722,5,0,0,0,6,0,0,3,0,5,1,0,1,4.0,0,1,36,0,1,1,2,517,0.7,0.875
2723,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,943,0.18333333333333335,0.5916666666666667
2724,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,734,0.006655844155844152,0.33544372294372293
2725,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,1,2378,0.011363636363636374,0.5305555555555554
2726,3,0,0,0,2,3,12,135,18,31,12,6,5,4.0,1,2,5,0,17,5,3,100,0.7,0.6000000000000001
2727,4,0,0,0,4,1,0,84,0,16,2,5,0,4.0,1,1,20,0,7,1,3,294,0.5,0.55
2728,3,0,0,0,0,0,0,9,0,1,0,0,0,4.0,1,1,0,0,3,1,4,154,0.1726190476190476,0.4773809523809524
2729,4,0,0,0,0,0,0,3,0,3,3,0,0,4.0,1,0,0,0,3,3,3,349,0.05833333333333334,0.19166666666666665
2730,2,0,0,0,0,0,0,1,0,0,0,0,0,3.0,0,1,0,0,1,1,2,734,0.17708333333333334,0.49374999999999997
2731,4,0,0,0,5,0,0,7,0,4,0,1,0,4.0,1,1,0,0,2,1,3,342,0.3,0.5
2732,4,0,0,0,16,0,9,3,0,6,6,0,5,4.0,1,2,3,0,2,1,4,304,0.44000000000000006,0.27
2733,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,1,1319,-0.128125,0.5361111111111111
2734,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,4,591,0.5296296296296297,0.6209876543209876
2735,4,0,0,0,144,3,53,113,5,137,56,99,55,3.0,0,2,2,0,11,2,3,633,0.3208333333333333,0.6083333333333334
2736,3,0,0,0,0,0,0,51,1,13,4,1,1,3.5,1,1,21,0,4,1,3,509,0.2883928571428571,0.5839285714285716
2737,2,0,0,1,10,1,1,39,3,51,7,8,74,4.0,1,0,3,0,2,1,2,1082,0.14285714285714285,0.22879464285714285
2738,5,0,0,0,0,0,0,1,0,1,2,0,0,4.0,1,1,0,0,1,1,5,533,0.13333333333333333,0.5277777777777778
2739,4,0,0,0,82,3,17,384,24,390,224,85,115,4.0,1,3,56,0,13,1,3,470,0.49000000000000005,0.5
2740,5,0,0,0,5,0,0,12,0,6,3,0,0,4.0,1,2,0,0,6,3,4,305,0.8,0.75
2741,4,0,0,0,0,0,0,14,1,0,0,0,0,4.0,1,1,15,0,13,7,3,437,0.5333333333333333,0.575
2742,5,0,0,0,0,0,0,2,0,0,0,0,0,3.5,0,1,0,0,2,2,5,1002,0.26785714285714285,0.5043154761904761
2743,1,0,0,0,0,0,1,2,0,1,0,0,0,4.0,1,2,29,0,1,1,3,1142,0.05909090909090909,0.35000000000000003
2744,3,0,0,0,15,0,0,28,3,49,18,6,10,4.0,1,1,7,0,4,1,3,1225,0.29747899159663865,0.5291783380018673
2745,1,0,0,0,5,0,0,4,0,1,0,0,0,3.0,0,1,40,0,3,2,2,1009,0.15,0.225
2746,2,0,0,0,0,0,0,1,0,0,0,0,0,3.5,0,2,0,0,1,1,2,1019,0.21944444444444441,0.3888888888888889
2747,1,0,0,0,0,0,0,6,2,4,0,0,2,3.5,1,2,21,0,1,1,3,845,0.12554112554112556,0.4056926406926407
2748,5,0,0,0,0,0,0,1,0,1,1,0,0,4.0,1,1,0,0,1,1,5,926,0.4230769230769231,0.6423076923076922
2749,5,0,0,0,0,0,0,6,0,1,0,0,0,3.5,1,1,0,0,4,3,4,356,0.7,0.6000000000000001
2750,4,0,0,0,0,0,0,17,0,1,1,0,3,4.0,1,1,21,0,11,5,4,785,0.31249999999999994,0.59375
2751,4,0,0,0,0,0,0,15,0,16,2,0,2,4.0,0,1,1,0,4,1,4,865,0.22407407407407406,0.41666666666666674
2752,4,0,0,0,71,6,102,133,6,156,98,41,95,4.0,1,1,30,0,13,1,3,1355,0.12007575757575756,0.48888888888888893
2753,2,0,0,0,1,1,0,15,3,20,4,0,2,2.0,0,2,38,0,4,1,4,510,0.176504329004329,0.5080194805194806
2754,3,0,0,0,116,6,7,162,2,126,41,20,43,3.5,0,2,19,0,9,1,3,1600,0.3872222222222222,0.5985185185185187
2755,2,0,0,0,34,0,0,5,0,0,0,0,0,4.0,1,1,23,0,2,1,4,568,-0.11642857142857141,0.6259523809523809
2756,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,479,0.25,0.43703703703703706
2757,4,0,0,0,0,0,0,10,0,3,0,0,0,4.0,1,1,0,0,5,5,3,536,0.3857142857142857,0.5571428571428572
2758,2,0,0,0,0,0,0,3,0,1,0,0,0,4.0,1,3,32,0,1,1,2,2042,0.20242248062015505,0.483656330749354
2759,1,0,0,0,0,0,0,1,0,0,0,0,0,4.0,0,2,0,0,1,1,1,443,-0.29999999999999993,0.4520833333333333
2760,5,0,0,0,1,0,0,2,0,2,0,0,1,3.5,0,2,41,0,1,1,3,1956,0.24027777777777773,0.5143518518518518
2761,2,0,0,0,0,0,0,2,0,0,0,0,0,3.5,1,1,0,0,1,1,3,655,-0.053571428571428555,0.5753968253968255
2762,3,0,0,0,8,1,0,27,0,2,1,2,1,4.0,1,2,3,0,4,1,3,781,0.29473684210526313,0.5362573099415205
2763,1,0,0,0,0,0,0,5,0,0,0,0,0,4.0,1,0,3,0,1,1,3,468,-0.21666666666666665,0.6444444444444445
2764,5,0,0,0,0,0,0,3,0,1,0,0,0,4.5,1,2,16,0,2,1,4,273,0.0,0.0
2765,4,1,1,0,43,3,10,47,2,83,37,35,43,4.0,1,2,1,0,3,1,4,721,0.2757575757575757,0.5537878787878788
2766,4,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,0,0,2,2,2,732,0.6,1.0
2767,3,0,0,0,6,0,0,15,0,1,0,3,0,4.0,1,2,23,0,4,2,3,310,0.41428571428571426,0.5071428571428572
2768,4,0,0,0,9,0,0,62,1,35,8,4,4,4.0,1,1,37,0,7,2,3,391,0.26666666666666666,0.25
2769,3,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,3,1191,0.2804395604395604,0.5365934065934066
2770,2,0,1,1,273,47,0,774,53,1846,1439,732,1565,4.0,1,3,35,0,11,1,3,668,0.36,0.7144444444444444
2771,5,3,3,3,208,16,257,135,21,479,362,343,436,4.0,1,0,3,0,11,1,3,1064,0.4433155080213904,0.5260843731431967
2772,3,0,0,0,2,0,0,7,0,0,0,0,0,4.0,1,0,12,0,5,2,4,272,0.0,0.0
2773,4,0,0,0,9,0,4,17,0,11,2,3,6,4.0,1,1,11,0,2,1,3,453,0.5666666666666667,0.662962962962963
2774,5,1,0,0,2,0,1,21,1,10,3,1,2,4.0,1,1,8,0,3,1,3,893,0.5047619047619047,0.6062770562770563
2775,5,0,0,0,0,0,0,2,0,1,0,0,0,4.0,1,2,2,0,2,2,5,164,0.5,0.2
2776,4,0,0,0,1,0,0,6,0,2,1,0,0,4.0,1,1,27,0,4,3,4,163,0.07,0.2953846153846154
2777,1,0,0,0,0,0,0,1,0,2,0,0,0,4.0,1,1,0,0,1,1,1,1441,0.11392045454545455,0.5363320707070707
2778,4,2,2,2,5,0,0,14,1,18,12,4,14,3.5,1,2,26,0,4,1,3,775,0.5,0.7841269841269841
2779,3,0,0,0,0,0,0,7,0,1,0,0,1,4.0,1,2,0,0,5,3,4,670,0.31666666666666665,0.4833333333333334
2780,3,0,0,0,4,2,0,33,0,13,2,0,8,4.0,1,1,0,0,12,4,3,68,0.7,0.6000000000000001
2781,2,1,0,0,4,0,0,62,1,39,11,0,15,4.0,2,2,64,0,7,2,3,550,0.25326719576719575,0.5446164021164022
2782,4,0,0,0,11,0,0,14,0,2,0,1,1,4.0,1,0,4,0,5,2,3,323,0.3291666666666666,0.5416666666666666
2783,1,5,0,0,5,0,15,107,2,88,34,9,35,4.0,1,0,18,0,10,2,3,485,-0.5,0.29999999999999993
2784,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,3,0,0,1,1,4,283,0.45,0.5266666666666666
2785,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1,1,0,0,1,1,1,590,0.057738095238095255,0.3363095238095238
2786,4,0,0,0,16,0,0,13,0,4,2,2,0,4.0,1,1,0,0,11,6,3,839,0.3428571428571429,0.5285714285714286
2787,4,0,0,0,0,0,0,3,1,0,0,0,0,3.5,1,1,0,0,3,3,4,1073,0.5,0.7398148148148148
2788,1,1,0,0,0,0,0,14,0,15,0,0,0,3.5,2,2,20,0,3,1,3,656,0.09266934046345811,0.4646241830065359
2789,5,0,0,0,0,0,0,13,0,2,1,0,0,3.5,1,1,28,0,10,6,4,436,0.4440476190476191,0.6121428571428572
2790,2,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,0,0,1,1,3,896,0.024210526315789467,0.6064912280701754
2791,3,0,0,0,0,0,0,7,0,0,0,0,0,4.0,1,1,1,0,6,3,4,439,0.2171703296703297,0.5355463980463981
2792,1,0,0,0,0,0,0,1,0,2,0,0,0,4.0,2,3,0,0,1,1,1,1833,0.053296703296703295,0.3107142857142857
2793,1,0,0,0,0,0,0,5,0,5,0,0,0,4.0,1,1,5,0,2,1,1,151,0.0,0.0
2794,4,1,1,0,61,4,9,280,2,258,115,32,56,4.0,1,2,20,0,7,1,3,708,0.3066666666666667,0.4759259259259259
2795,3,0,0,0,0,0,0,6,0,2,0,0,0,4.0,1,0,30,0,5,3,2,1105,0.1961111111111111,0.46222222222222226
2796,1,0,0,0,0,0,0,1,0,2,1,0,1,4.0,1,1,0,0,1,1,1,649,-0.25,0.5
2797,4,0,0,0,0,0,0,8,0,6,0,0,0,4.0,1,1,10,0,1,1,3,1359,0.10952380952380951,0.37270723104056436
2798,5,0,0,0,0,0,0,4,0,1,1,0,3,4.0,1,1,0,0,4,4,4,231,0.0,0.3
2799,3,1,1,1,244,26,0,367,12,1161,864,516,726,3.5,1,1,24,0,10,1,3,696,0.1347985347985348,0.6117216117216118
2800,4,0,0,0,0,0,0,13,0,6,3,0,5,4.0,1,1,4,0,4,1,3,313,0.5208333333333333,0.6833333333333333
2801,5,0,1,4,13,1,2,90,39,48,25,14,55,4.0,1,3,66,0,16,2,3,261,-0.2,0.8
2802,2,0,0,0,0,0,0,2,0,1,0,0,0,4.0,1,1,0,0,1,1,2,443,-0.021666666666666664,0.24999999999999994
2803,5,0,0,0,0,0,0,5,0,8,3,0,1,4.0,1,2,15,0,2,1,3,1539,0.2548176570903844,0.3029515938606848
2804,3,0,0,0,2,0,0,2,0,0,0,0,0,4.0,1,1,0,0,2,2,4,380,-0.018750000000000003,0.20208333333333334
2805,2,0,0,0,0,0,0,6,0,1,0,0,0,3.5,0,1,0,0,3,2,3,1614,0.04363408521303258,0.48380952380952374
2806,4,0,0,0,0,0,0,9,0,1,1,0,0,4.0,1,1,24,0,9,9,3,479,0.7333333333333334,0.65
2807,5,0,1,0,95,3,10,152,1,160,88,1,65,4.0,1,1,22,0,10,2,3,672,0.2555681818181818,0.5170833333333333
2808,4,0,0,0,0,0,0,9,0,0,0,0,1,3.5,1,1,0,0,7,4,3,232,0.4800000000000001,0.35
2809,1,0,0,0,0,0,0,1,0,2,0,0,0,3.5,1,2,0,0,1,1,1,862,0.08666666666666667,0.4888888888888889
2810,3,0,0,0,15,2,1,86,11,79,24,8,34,4.0,1,1,17,0,11,2,4,553,0.16472222222222224,0.5413888888888889
2811,4,0,0,0,0,0,0,11,0,3,3,1,0,3.5,1,1,6,0,7,2,3,874,0.3722222222222222,0.5111111111111111
2812,4,0,0,1,49,9,7,147,3,263,129,47,94,4.0,1,2,8,0,6,1,4,2712,0.21655092592592595,0.49444444444444446
2813,4,0,0,0,22,0,0,61,2,34,9,4,17,3.5,1,1,0,0,12,3,3,867,0.28869463869463874,0.46794871794871795
2814,5,0,0,0,7,1,0,11,1,5,2,0,1,4.0,1,1,21,0,6,2,4,531,0.3645454545454545,0.5672727272727273
2815,5,1,1,0,90,7,42,439,3,415,215,79,168,4.0,1,2,41,0,16,2,3,660,0.22638888888888886,0.4229166666666668
2816,5,0,0,0,10,0,0,11,0,2,1,0,1,4.0,1,2,2,0,3,1,4,474,0.32999999999999996,0.47000000000000003
2817,4,0,0,0,0,0,0,6,0,2,0,1,0,4.0,1,0,20,0,2,1,2,477,0.08000000000000004,0.6211111111111111
2818,1,0,0,0,0,0,0,14,0,3,0,0,0,4.0,1,1,18,0,2,1,2,1505,-0.1901785714285714,0.4523809523809524
2819,5,0,0,0,7,2,0,59,0,19,11,3,11,4.0,1,2,1,0,13,4,4,672,0.13333333333333333,0.48690476190476195
2820,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,5,1403,0.23529942279942276,0.5573953823953823
2821,4,0,0,0,0,0,0,10,0,1,0,0,0,3.5,2,2,5,0,4,2,3,204,0.7214285714285713,0.7589285714285714
2822,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,5,0,1,1,2,303,0.00833333333333336,0.49444444444444446
2823,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,0,0,3,3,4,245,0.5388888888888889,0.6083333333333333
2824,3,1,0,0,0,0,0,6,0,1,0,0,0,2.5,0,1,17,0,3,1,4,442,0.35,0.6041666666666667
2825,5,0,0,0,0,0,0,1,0,6,3,0,0,4.0,1,1,0,0,1,1,5,457,0.6749999999999999,0.42777777777777776
2826,5,0,0,0,1,0,0,3,0,1,0,0,0,4.0,1,1,25,0,2,1,5,283,0.36454545454545456,0.7118181818181818
2827,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,0,0,2,2,5,146,0.16666666666666666,0.45
2828,2,2,0,0,6,1,0,41,7,66,18,5,4,4.0,1,1,34,0,11,2,3,767,-0.6,0.9
2829,2,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1,1,0,0,1,1,2,429,0.3866666666666666,0.53
2830,4,0,0,0,4,0,0,32,0,14,5,4,4,4.0,1,1,0,0,11,3,3,182,0.7,0.6000000000000001
2831,5,0,0,0,4,1,0,55,0,14,9,4,5,4.0,1,0,0,0,9,2,3,350,0.33888888888888885,0.4777777777777777
2832,4,0,0,0,11,0,0,2,0,0,0,0,0,4.0,0,1,0,0,2,2,4,623,0.34186507936507926,0.4710317460317461
2833,5,0,0,0,0,0,0,10,0,2,0,0,0,4.5,1,2,0,0,10,10,3,312,0.46527777777777785,0.5625
2834,4,0,0,0,41,1,23,18,0,29,10,4,11,3.5,0,1,28,0,3,1,3,732,0.11388888888888891,0.7055555555555556
2835,2,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,0,0,1,1,1,675,0.15952380952380954,0.39999999999999997
2836,1,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,1,0,0,4,2,2,519,0.041534391534391535,0.45238095238095233
2837,4,0,0,0,7,0,0,30,1,1,0,0,0,4.5,1,2,18,0,22,5,3,1070,0.2363095238095238,0.4958333333333334
2838,4,0,0,0,53,3,10,449,23,465,177,67,117,4.0,1,1,13,0,9,2,3,1052,0.2770833333333333,0.595138888888889
2839,5,4,1,0,227,6,1,272,5,342,169,57,120,4.0,1,3,31,0,19,1,3,1832,0.23485003092145953,0.5021301020408163
2840,4,0,0,0,0,0,0,4,1,0,0,0,0,3.5,1,1,8,0,3,2,3,669,0.5,0.4833333333333334
2841,4,1,0,0,18,0,0,26,0,2,1,1,2,4.0,1,2,41,0,7,2,3,136,0.0,0.1
2842,1,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0,1,0,0,1,1,1,1761,0.08086309523809523,0.5604464285714286
2843,4,0,0,0,22,0,3,85,5,93,26,8,16,3.5,1,1,27,0,8,2,3,797,0.20555555555555557,0.6083333333333333
2844,4,0,0,0,0,0,0,5,1,0,0,0,0,4.0,1,1,22,0,1,1,4,269,0.24999999999999997,0.4666666666666666
2845,5,0,0,0,2,0,0,4,0,2,0,0,0,4.0,1,1,0,0,4,4,4,375,0.6833333333333332,0.65
2846,5,0,0,0,0,0,0,3,0,2,1,0,0,4.0,1,0,11,0,1,1,5,678,0.2038014069264069,0.3638392857142857
2847,4,2,2,0,101,5,2,165,4,293,85,30,139,4.0,1,1,27,0,6,1,3,1138,0.19074074074074077,0.6703703703703704
2848,5,0,0,0,0,0,0,49,2,14,8,0,7,4.0,1,1,15,0,5,2,3,709,0.75,0.675
2849,5,0,0,0,0,0,0,1,0,3,2,0,2,3.5,0,2,0,0,1,1,5,1376,0.28904761904761905,0.4068253968253968
2850,4,0,0,0,0,0,0,29,0,17,3,2,2,4.0,1,2,36,0,9,4,3,366,0.43333333333333335,0.5666666666666668
2851,5,0,0,0,0,0,0,8,0,0,0,0,0,3.5,1,1,0,0,5,4,4,381,0.3999999999999999,0.42500000000000004
2852,4,0,0,0,38,0,0,31,0,23,16,5,14,4.0,1,1,1,0,8,1,4,362,0.37222222222222223,0.39166666666666666
2853,5,0,0,0,0,0,0,2,0,1,0,0,0,4.0,1,2,9,0,1,1,4,485,0.5590909090909091,0.48863636363636365
2854,5,0,0,0,12,1,0,146,6,105,42,11,83,4.0,1,1,0,0,44,2,3,634,0.2851239669421488,0.4712121212121213
2855,5,0,0,0,0,0,0,33,0,14,4,2,1,4.0,1,0,22,0,18,3,3,634,0.4000000000000001,0.6666666666666666
2856,2,0,0,0,0,0,0,1,0,1,0,0,0,3.5,0,1,0,0,1,1,2,1137,0.018750000000000003,0.3833333333333334
2857,1,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,2,0,0,1,1,1,1123,0.023809523809523805,0.5654761904761905
2858,5,0,0,0,2,0,0,3,0,3,3,1,2,4.0,1,1,10,0,2,1,3,1616,0.2833333333333334,0.39736842105263154
2859,5,1,0,0,51,2,3,228,6,205,115,40,61,4.0,1,0,53,0,13,2,3,404,0.675,0.6375
2860,5,0,0,0,20,0,3,36,0,6,4,3,1,4.0,1,1,30,0,20,5,4,505,0.4486363636363637,0.4716666666666667
2861,5,2,0,0,7,1,9,32,4,59,24,7,18,3.5,2,2,16,0,5,1,3,1139,0.15465367965367968,0.4667748917748918
2862,5,0,0,0,0,0,0,2,0,0,0,0,0,3.5,0,1,0,0,2,2,5,793,0.30294612794612796,0.5777777777777778
2863,5,3,0,0,7,1,0,2,0,5,0,1,0,4.0,1,1,8,0,1,1,5,380,0.3780952380952381,0.6476190476190476
2864,4,0,0,0,96,2,89,416,54,201,109,61,118,4.0,0,1,64,0,10,2,3,481,0.19504569504569502,0.3452140452140452
2865,4,2,2,1,115,7,6,199,27,493,246,123,191,4.0,1,1,18,0,6,1,3,1178,0.19375000000000003,0.6479166666666667
2866,5,0,0,0,0,0,0,12,0,0,0,0,0,4.0,1,1,0,0,4,1,4,377,0.0,0.0
2867,1,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,0,0,0,2,2,3,351,0.19375,0.36875
2868,4,0,0,0,3,0,0,6,0,6,0,0,0,3.5,1,2,4,0,3,1,3,1076,0.18,0.6277777777777778
2869,4,0,0,0,6,0,0,15,0,8,2,0,0,3.5,1,1,1,0,8,3,4,434,0.31607142857142856,0.44107142857142867
2870,4,0,0,0,0,0,0,15,0,1,1,0,5,4.5,1,2,0,0,15,15,3,114,0.19166666666666665,0.45
2871,5,0,0,0,0,0,0,4,1,0,0,0,0,4.0,1,2,0,0,4,4,4,372,0.3,0.45
2872,4,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,4,110,0.4,0.5
2873,4,0,0,0,2,0,0,22,0,5,3,1,2,4.5,1,0,11,0,6,2,4,484,0.24196428571428574,0.41696428571428573
2874,2,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,2,0,0,1,1,2,296,0.40680272108843546,0.6680272108843538
2875,3,0,0,0,0,0,0,15,4,1,1,0,0,3.5,0,2,0,0,3,2,4,203,0.15416666666666667,0.3833333333333333
2876,4,0,0,0,0,0,0,4,1,0,0,0,0,4.0,1,0,0,0,3,2,4,207,0.32499999999999996,0.5
2877,5,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,0,0,1,1,5,3011,0.1836721249764728,0.383488612836439
2878,4,0,0,0,0,0,3,20,2,9,0,1,2,3.5,1,1,5,0,2,1,3,352,0.6333333333333334,0.5666666666666667
2879,5,0,0,0,0,0,0,4,0,0,0,0,0,4.0,1,3,0,0,4,4,4,277,0.44000000000000006,0.52
2880,5,0,0,0,0,0,0,2,0,0,0,0,0,4.5,1,1,0,0,1,1,4,116,0.6444444444444445,0.7222222222222222
2881,4,0,0,0,15,0,3,8,1,1,0,0,0,3.5,1,1,10,0,4,1,3,558,0.10734126984126983,0.5099867724867725
2882,3,2,1,0,2576,96,226,1021,101,2995,2487,943,1590,3.0,0,2,24,0,30,2,3,547,0.34333333333333327,0.4966666666666667
2883,4,0,0,0,32,4,0,351,63,267,96,40,51,3.5,0,2,41,0,17,2,3,912,0.3464285714285714,0.5
2884,5,0,0,0,0,0,0,2,0,2,0,0,0,3.5,1,1,0,0,2,2,3,347,0.5714285714285714,0.6357142857142856
2885,4,0,0,0,10,1,5,15,0,6,2,0,0,4.0,1,1,9,0,2,1,4,264,0.3055555555555556,0.49814814814814806
2886,1,0,0,0,0,0,0,1,0,1,1,0,2,4.0,1,1,0,0,1,1,1,427,0.7,0.6000000000000001
2887,3,1,1,0,65,7,0,188,4,166,66,57,116,4.0,1,1,12,0,12,1,3,1375,0.05377551020408162,0.5001360544217688
2888,4,0,0,0,41,0,0,83,0,35,15,7,12,3.5,1,2,10,0,27,7,3,731,0.6375,0.6986111111111111
2889,5,0,0,0,8,0,17,10,0,13,3,1,0,4.0,1,1,20,0,2,1,3,1262,0.1730769230769231,0.6076923076923076
2890,4,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,2,0,0,3,3,3,227,0.8,0.75
2891,4,0,0,0,8,0,1,24,3,14,6,1,6,4.0,1,1,15,0,6,1,4,1654,0.09791666666666667,0.33125000000000004
2892,4,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,1,0,0,2,1,4,159,0.4285714285714286,0.5857142857142856
2893,5,0,0,0,9,0,0,44,0,65,2,10,4,4.0,1,2,43,0,19,3,4,352,0.3358974358974359,0.585042735042735
2894,5,0,0,0,7,0,0,4,0,2,2,0,0,4.5,1,1,13,0,4,4,4,268,0.5142857142857143,0.7678571428571428
2895,5,0,0,0,1,0,0,22,1,8,2,1,1,4.0,1,1,21,0,5,2,3,723,0.2143939393939394,0.5113636363636364
2896,3,0,0,0,227,6,1,272,5,342,169,57,120,4.0,1,1,29,0,19,1,3,1832,0.07853835978835977,0.4257605820105821
2897,5,0,0,0,0,0,0,3,0,3,0,0,0,4.0,1,1,1,0,3,3,4,917,0.07142857142857142,0.5595238095238095
2898,5,3,3,3,49,3,0,170,7,197,59,38,88,4.0,1,1,18,0,6,1,4,1153,0.21681235431235432,0.49332750582750573
2899,5,0,0,0,0,0,0,6,1,2,0,0,0,3.5,0,2,4,0,3,2,4,185,0.8000000000000002,0.75
2900,2,0,0,0,0,0,0,2,0,0,0,0,0,3.5,1,1,0,0,1,1,3,707,0.7,0.6000000000000001
2901,5,0,0,0,1,0,0,2,0,0,0,0,0,4.0,1,1,29,0,1,1,5,117,0.3,0.55
2902,3,0,0,0,22,1,6,8,0,0,1,1,0,4.0,1,1,7,0,2,1,4,134,0.7,0.6000000000000001
2903,4,0,0,0,0,0,0,11,0,3,3,1,0,3.5,1,1,6,0,7,2,3,874,0.3722222222222222,0.5111111111111111
2904,5,0,0,0,18,2,102,82,3,69,25,4,23,3.5,1,1,28,0,15,2,3,657,0.2583333333333333,0.35833333333333334
2905,1,0,0,0,0,0,0,2,0,2,0,0,0,4.0,1,2,0,0,2,2,2,920,0.22363636363636363,0.54
2906,1,0,0,0,0,0,0,3,0,0,0,0,2,3.0,0,1,1,0,2,1,1,732,-0.016666666666666663,0.11666666666666667
2907,5,0,0,0,0,0,0,2,0,0,0,0,0,4.0,1,1,2,0,2,2,5,1311,0.21666666666666667,0.40324074074074073
2908,5,0,0,0,0,0,0,3,0,0,0,0,0,4.0,1,2,10,0,3,3,4,485,0.30000000000000004,0.725
2909,2,1,0,0,7,1,0,8,0,12,0,2,1,3.5,0,2,29,0,2,1,3,955,0.08095238095238096,0.669047619047619
2910,2,1,0,0,6,1,6,29,0,49,6,0,3,4.0,1,2,10,0,5,2,2,718,0.1416017316017316,0.3646753246753246
2911,4,0,0,0,1,0,0,18,0,2,0,1,0,3.5,1,1,0,0,3,1,3,572,0.30079365079365084,0.3912698412698413
2912,5,0,0,0,33,0,18,21,0,6,2,28,2,3.5,1,1,9,0,5,3,3,179,0.4,0.3375
2913,5,26,29,18,1386,185,258,1688,753,16101,13753,39960,9332,4.5,1,3,40,0,14,2,3,1123,0.16522366522366522,0.36238576238576237
2914,4,0,0,0,8,0,0,10,0,0,0,0,0,3.5,0,2,1,0,3,2,4,144,0.050000000000000024,0.39333333333333326
2915,4,0,0,1,7,0,0,37,0,18,4,4,34,4.0,0,1,2,0,4,1,3,808,0.21041666666666664,0.5916666666666666
